128	1.2	0
-2.617994	2.115563	0.685730
1.278613	0.254898	-1.598538
../2buk_monomer_m.pdb	-21.975	20.130	62.520
../2buk_monomer_m.pdb	44.003	49.366	5.677
-1.047198	0.640596	-2.797608	122	119	110	1026.398
-1.308997	1.766067	2.153843	122	9	32	1022.749
-1.047198	1.367556	0.358405	7	12	18	966.472
1.832596	0.866395	-2.492918	127	4	13	942.106
-0.261799	2.247462	0.191623	108	16	125	927.555
-1.570796	1.545873	-1.877082	24	19	125	920.731
-1.047198	2.478122	2.609777	28	5	14	911.190
-1.832596	0.831641	0.616218	111	106	119	896.270
2.094395	1.721184	-0.153948	102	3	20	886.297
-0.261799	2.404280	-0.174044	116	11	30	884.408
-1.570796	2.115563	0.685730	0	12	23	883.432
0.000000	2.247462	0.191623	112	15	26	882.572
0.785398	0.899350	-2.069907	108	18	19	871.837
-1.308997	1.998705	2.370472	114	10	31	868.574
-1.832596	1.448123	-2.163292	27	13	124	864.994
0.261799	2.478122	2.609777	102	14	12	864.147
1.308997	0.640596	-2.797608	108	20	10	861.557
-1.832596	1.128190	-2.288622	26	13	120	860.573
1.570796	1.870545	-2.976234	112	126	114	858.390
-1.308997	1.683268	0.374177	8	9	21	858.286
-0.785398	2.115563	0.685730	122	16	23	857.238
0.523599	2.108018	1.311430	13	20	10	848.084
-1.832596	2.115563	0.685730	1	11	23	844.612
2.617994	1.256302	0.062705	24	110	114	843.706
-1.570796	0.619654	-2.216909	124	114	111	843.086
-1.570796	1.488617	1.159546	5	122	104	842.259
-1.832596	1.214854	-1.966664	25	14	119	841.528
-2.094395	2.379497	0.561089	127	10	25	840.247
2.879793	2.588535	-2.976617	23	126	16	838.564
0.000000	0.591903	2.010408	118	8	107	838.397
-1.047198	2.115563	0.685730	125	15	23	837.065
0.523599	0.929350	-2.910676	119	21	15	836.643
1.832596	2.174483	2.653697	120	125	30	834.316
2.356194	1.554776	0.100351	18	106	116	833.697
1.570796	1.606104	-0.451151	102	10	16	832.693
2.617994	0.961715	0.014085	21	121	120	830.872
1.832596	0.850607	-1.335383	97	4	123	828.771
-3.141593	1.545873	-1.877082	114	0	27	827.090
-1.832596	1.545873	-1.877082	26	14	125	825.369
-2.356194	1.325504	-1.671296	2	120	27	824.598
-1.308997	2.295480	1.008277	1	20	21	821.048
-0.785398	2.295480	1.008277	115	12	23	820.865
-2.617994	0.961715	0.014085	109	118	107	820.628
0.785398	2.247462	0.191623	102	125	122	817.053
-1.570796	1.998705	2.370472	116	9	31	815.460
0.785398	2.404280	-0.174044	105	124	124	814.088
-1.047198	2.164094	-2.991358	29	3	126	813.366
-2.094395	2.115563	0.685730	7	11	22	813.177
-2.617994	1.325504	-1.671296	125	118	27	812.804
-1.570796	0.831641	0.616218	113	107	120	810.867
-1.570796	1.195355	1.200319	0	126	102	810.550
-1.570796	1.599406	1.426070	7	119	104	810.242
-1.570796	2.063651	-2.044600	29	15	126	809.926
1.832596	2.356369	3.005869	6	13	4	809.640
