100	1.2	0
-1.832596	0.709924	0.218797
-1.396828	1.100958	-2.898238
../4v7g_monomer_m.pdb	54.294	-73.960	52.006
../4v7g_monomer_m.pdb	75.771	72.385	-4.712
-0.785398	2.063651	-2.044600	99	83	97	1622.419
1.832596	0.370812	-2.547742	88	77	86	1449.142
2.356194	2.404280	-0.174044	14	18	7	1409.507
-2.356194	0.906588	1.252948	81	83	83	1369.874
-2.617994	0.864993	2.278281	92	72	98	1366.641
-2.879793	1.904882	-1.478089	19	5	95	1363.253
2.617994	2.115563	0.685730	77	83	91	1334.579
2.879793	0.899350	-2.069907	12	73	96	1310.125
-0.785398	0.591903	2.010408	90	89	94	1308.933
1.308997	0.685216	-1.712745	80	81	88	1294.450
1.047198	1.135834	-1.431087	79	83	88	1293.835
-2.617994	1.247695	1.809890	89	74	89	1277.552
1.047198	1.433411	-1.035986	80	86	83	1277.086
1.832596	0.866395	-2.492918	86	77	90	1270.397
-2.617994	0.910508	1.903534	89	74	88	1268.767
1.308997	2.180315	-1.357379	86	77	92	1263.247
-3.141593	1.025536	1.576859	18	7	25	1262.819
2.879793	1.812176	0.656819	81	81	86	1250.833
1.832596	2.455966	-0.641220	16	18	2	1241.471
-1.832596	1.014500	0.906702	87	78	86	1240.911
-3.141593	1.413347	-1.339188	27	6	9	1227.531
-2.356194	0.910508	1.903534	93	73	96	1224.045
2.094395	2.455966	-0.641220	14	18	4	1215.867
-0.785398	2.760637	2.781135	95	72	93	1213.041
-2.094395	1.247695	1.809890	97	72	97	1210.640
2.094395	2.089241	-0.114193	80	82	86	1207.156
-1.308997	0.914445	2.687814	89	89	97	1201.832
1.570796	2.456751	-1.503343	99	71	97	1193.388
2.879793	0.910508	1.903534	21	4	23	1192.589
2.617994	2.001437	0.381215	80	81	89	1187.458
1.832596	1.617114	-1.572037	89	74	5	1182.133
-2.094395	1.014500	0.906702	84	84	80	1179.272
-1.570796	0.496451	0.593859	83	80	86	1179.095
-2.617994	0.700570	1.559208	87	78	84	1176.358
-0.785398	1.025536	1.576859	81	95	0	1174.574
1.570796	1.721184	-0.153948	75	91	85	1167.630
2.617994	1.812176	0.656819	78	84	86	1166.645
2.356194	2.187132	-0.479875	85	77	89	1161.656
-1.570796	0.618092	2.539118	85	95	97	1161.623
-0.785398	2.001437	0.381215	19	6	93	1160.841
2.617994	2.719179	-1.780644	25	4	4	1160.460
1.570796	2.719179	-1.780644	2	72	1	1157.734
-1.570796	0.733948	3.021411	90	89	98	1155.769
2.879793	1.025536	1.576859	18	4	25	1154.400
0.000000	2.455966	-0.641220	1	82	86	1154.015
-0.261799	1.184361	0.625864	88	87	7	1153.302
-1.832596	0.906588	1.252948	89	74	90	1153.139
-0.261799	1.301460	-0.509251	87	81	87	1148.467
-2.617994	0.591903	2.010408	90	73	87	1146.560
2.094395	2.187132	-0.479875	15	18	7	1146.320
1.570796	2.180315	-1.357379	91	73	99	1141.102
-2.879793	0.910508	1.903534	78	82	91	1135.965
-2.356194	0.591903	2.010408	94	72	94	1135.688
2.617994	1.875281	0.107086	83	80	87	1134.973
-1.832596	0.674054	1.013609	82	82	84	1134.199
-0.523599	1.310100	1.488307	81	88	2	1133.930
2.617994	0.910508	1.903534	20	1	23	1133.490
2.356194	1.599406	1.426070	74	5	90	1131.827
1.308997	1.836682	-0.676006	79	81	87	1131.652
-3.141593	1.488617	1.159546	78	82	90	1129.823
-2.356194	0.864993	2.278281	97	70	91	1128.194
0.785398	1.904882	-1.478089	79	86	85	1126.455
-2.094395	0.910508	1.903534	96	71	96	1125.663
-1.570796	0.831641	0.616218	83	84	80	1125.493
-1.832596	1.433411	-1.035986	84	74	95	1125.418
1.047198	1.413347	-1.339188	78	85	87	1123.089
2.094395	0.618092	2.539118	73	2	94	1122.439
2.356194	1.134796	2.434290	81	82	89	1119.292
2.356194	2.089241	-0.114193	83	79	86	1118.521
-0.523599	2.001437	0.381215	17	8	93	1117.808
-1.308997	1.256302	0.062705	84	91	78	1116.960
-1.832596	1.662363	0.915448	83	84	82	1116.835
1.570796	0.370812	-2.547742	76	86	98	1113.856
1.570796	0.419640	2.974122	74	4	94	1112.054
0.523599	1.214854	-1.966664	74	95	4	1111.864
-3.141593	2.247462	0.191623	93	73	92	1111.096
-0.785398	1.113094	-0.272241	76	94	82	1111.063
2.356194	2.343981	-1.040456	5	71	2	1109.938
1.308997	1.982574	-1.115518	84	78	88	1109.405
1.570796	1.732874	-0.951685	82	78	89	1108.241
0.785398	2.001437	0.381215	93	86	0	1106.600
-1.570796	1.014500	0.906702	90	77	86	1105.494
1.308997	1.433411	-1.035986	83	84	83	1104.861
1.308997	2.719179	-1.780644	0	71	98	1104.801
0.000000	2.478122	2.609777	19	97	23	1104.209
2.094395	2.404280	-0.174044	17	17	6	1103.927
-2.094395	1.440580	2.260026	9	71	0	1103.902
-2.617994	0.297065	2.160177	90	73	93	1102.341
-2.617994	1.168678	2.108595	90	72	92	1102.093
-1.047198	0.297065	2.160177	20	3	93	1101.738
2.356194	2.247462	0.191623	80	80	88	1100.083
-1.570796	1.504028	0.636812	85	85	81	1099.782
-2.094395	1.025536	1.576859	94	72	92	1099.705
-1.047198	1.256302	0.062705	84	89	79	1098.984
0.785398	0.619654	-2.216909	74	93	1	1096.300
-1.832596	1.440580	2.260026	13	73	0	1094.335
1.570796	0.640596	-2.797608	75	90	3	1092.020
-2.879793	1.128190	-2.288622	22	99	21	1091.862
-2.356194	2.041297	-2.664597	86	94	88	1091.344
0.000000	2.180315	-1.357379	10	81	83	1090.717
2.879793	0.370812	-2.547742	9	73	99	1090.449
-1.047198	0.618092	2.539118	90	89	94	1090.217
-0.785398	1.247695	1.809890	79	94	98	1088.649
-2.356194	1.870545	-2.976234	87	0	87	1086.111
0.785398	1.433411	-1.035986	78	89	83	1085.991
2.356194	2.001437	0.381215	77	84	89	1083.588
-2.617994	2.108018	1.311430	98	70	93	1082.939
1.047198	1.214854	-1.966664	75	88	4	1082.670
-3.141593	1.696674	-1.253233	27	6	8	1082.077
-1.047198	0.864993	2.278281	89	89	93	1081.733
2.356194	2.180315	-1.357379	12	74	3	1080.683
-1.570796	1.050534	3.042579	87	90	96	1080.660
-3.141593	2.592629	0.909713	79	83	92	1080.547
