128	1.2	0
-2.879793	1.195355	1.200319
2.401154	2.794192	1.272786
../5zju_monomer_m.pdb	-58.694	105.177	65.750
../5zju_monomer_m.pdb	25.534	-19.524	142.987
-0.261799	1.662363	0.915448	116	122	18	1958.618
2.356194	1.242974	-2.977882	120	7	35	1952.544
-3.141593	0.762244	-0.273349	118	13	27	1740.382
1.047198	1.662363	0.915448	12	3	106	1728.548
-0.785398	0.674054	1.013609	125	123	33	1727.571
0.000000	1.128190	-2.288622	114	126	38	1677.402
-2.356194	1.721184	-0.153948	2	19	108	1661.664
2.094395	1.335669	0.897240	123	10	100	1656.127
-3.141593	1.875281	0.107086	127	8	21	1645.461
-2.879793	1.875281	0.107086	13	6	105	1641.743
0.785398	1.504028	0.636812	12	120	106	1632.409
-1.832596	1.504028	0.636812	109	117	25	1631.690
-2.094395	0.418037	1.360082	110	5	29	1631.032
2.879793	2.404280	-0.174044	4	18	117	1627.549
1.308997	1.872854	1.543456	8	20	114	1626.834
0.261799	0.203748	0.590255	120	120	33	1617.974
0.261799	1.948085	-2.363031	107	118	104	1617.576
0.261799	1.218453	2.777284	112	122	35	1597.458
-2.617994	1.050534	3.042579	121	14	123	1596.006
-3.141593	2.033014	2.977192	4	13	116	1588.189
-2.879793	0.866395	-2.492918	6	3	41	1572.209
-2.879793	0.762244	-0.273349	118	9	29	1570.262
-2.879793	0.961715	0.014085	115	8	27	1554.743
2.617994	2.724429	-0.348782	5	13	113	1553.242
0.000000	1.413347	-1.339188	90	115	2	1539.190
2.617994	2.174483	2.653697	122	10	105	1537.631
-2.094395	0.571433	-1.188419	114	8	31	1533.191
2.879793	0.762244	-0.273349	122	13	26	1533.049
-3.141593	1.554776	0.100351	122	11	21	1533.026
2.879793	1.242974	-2.977882	4	10	121	1527.363
1.047198	2.108018	1.311430	9	17	109	1522.991
-0.523599	2.164094	-2.991358	127	5	122	1520.001
-1.832596	1.824694	1.850876	127	13	17	1519.844
-3.141593	2.349581	-2.702517	108	24	20	1517.831
-3.141593	0.458961	-0.107937	117	9	32	1517.616
-0.261799	2.579248	-2.364801	2	117	110	1509.479
-2.356194	1.417623	-0.202254	125	23	110	1496.430
-2.879793	0.290380	-0.796960	7	29	12	1494.263
1.308997	1.809167	1.213774	127	12	103	1491.286
2.879793	1.870545	-2.976234	120	14	112	1491.058
-3.141593	2.247462	0.191623	2	20	118	1490.382
-2.617994	0.960688	-0.577532	2	6	35	1488.682
-2.356194	1.869911	2.701025	110	116	22	1488.476
2.879793	1.391910	3.030322	125	25	4	1488.361
-0.523599	1.014500	0.906702	123	119	30	1486.584
-2.879793	1.113094	-0.272241	118	12	26	1486.060
-2.617994	1.417623	-0.202254	3	24	113	1485.626
0.523599	2.063651	-2.044600	116	118	102	1484.790
-2.356194	0.618092	2.539118	3	16	12	1483.219
1.308997	2.108018	1.311430	124	15	103	1482.102
-1.570796	2.637879	2.121598	117	14	127	1481.703
-3.141593	1.569311	-3.003978	3	15	118	1480.059
